config,pattern,rate,avg_pkt_latency,avg_flit_latency,avg_flit_network_latency,avg_flit_queueing_latency,avg_hops,packets_received,flits_received,sim_cycles,accepted_flits_per_node_cycle
vc4,bit_complement,0.5,15671.473668,15671.473668,27.970007,15643.503662,2.753782,399955.0,399955.0,100000.0,0.249971875
vc4,bit_complement,0.6,21317.960606,21317.960606,27.992189,21289.968417,2.749954,399959.0,399959.0,100000.0,0.249974375
vc4,bit_complement,0.7,25429.706514,25429.706514,27.992412,25401.714102,2.749904,399958.0,399958.0,100000.0,0.24997375
vc4,bit_reverse,0.01,12.474911,12.474911,10.474911,2.0,3.731754,15784.0,15784.0,100000.0,0.009865
vc4,bit_reverse,0.02,12.505679,12.505679,10.505679,2.0,3.740728,31870.0,31870.0,100000.0,0.01991875
vc4,bit_reverse,0.03,12.544629,12.544629,10.544629,2.0,3.753464,47928.0,47928.0,100000.0,0.029955
vc4,bit_reverse,0.04,12.532702,12.532702,10.532686,2.000016,3.74075,63865.0,63865.0,100000.0,0.039915625
vc4,bit_reverse,0.05,12.55345,12.55345,10.553438,2.000012,3.743875,80168.0,80168.0,100000.0,0.050105
vc4,bit_reverse,0.075,12.591528,12.591528,10.59147,2.000058,3.741863,119766.0,119766.0,100000.0,0.07485375
vc4,bit_reverse,0.1,12.663165,12.663165,10.663033,2.000131,3.751706,159903.0,159903.0,100000.0,0.099939375
vc4,bit_reverse,0.15,12.798779,12.798779,10.798021,2.000758,3.749248,240010.0,240010.0,100000.0,0.15000625
vc4,bit_reverse,0.2,13.038871,13.038871,11.035701,2.00317,3.749236,319878.0,319878.0,100000.0,0.19992375
vc4,bit_reverse,0.25,13.578701,13.578701,11.559565,2.019136,3.749481,400134.0,400134.0,100000.0,0.25008375
vc4_bubble,uniform_random,0.01,12.941027,12.941027,10.941027,2.0,3.96227,15770.0,15770.0,100000.0,0.00985625
vc4_bubble,uniform_random,0.02,13.025581,13.025581,11.025581,2.0,3.993864,31782.0,31782.0,100000.0,0.01986375
vc4_bubble,uniform_random,0.03,13.088293,13.088293,11.088272,2.000021,4.015479,47807.0,47807.0,100000.0,0.029879375
vc4_bubble,uniform_random,0.04,13.104693,13.104693,11.104693,2.0,4.012526,63710.0,63710.0,100000.0,0.03981875
vc4_bubble,uniform_random,0.05,13.090109,13.090109,11.090084,2.000025,3.992,80003.0,80003.0,100000.0,0.050001875
vc4_bubble,uniform_random,0.075,13.189215,13.189215,11.189165,2.00005,4.003371,119557.0,119557.0,100000.0,0.074723125
vc4_bubble,uniform_random,0.1,13.272471,13.272471,11.272346,2.000125,4.000238,159584.0,159584.0,100000.0,0.09974
vc4_bubble,uniform_random,0.15,13.560475,13.560475,11.559193,2.001282,4.002982,239420.0,239420.0,100000.0,0.1496375
vc4_bubble,uniform_random,0.2,14.048753,14.048753,12.038203,2.01055,4.002207,319425.0,319425.0,100000.0,0.199640625
vc4_bubble,uniform_random,0.25,15.185063,15.185063,13.068305,2.116758,4.002487,399604.0,399604.0,100000.0,0.2497525
vc4_bubble,uniform_random,0.3,20.671155,20.671155,15.802592,4.868563,4.001256,479463.0,479463.0,100000.0,0.299664375
vc4_bubble,uniform_random,0.4,9338.521207,9338.521207,20.846438,9317.674769,4.002033,519009.0,519009.0,100000.0,0.324380625
vc4_bubble,uniform_random,0.5,17522.06906,17522.06906,20.833383,17501.235676,3.999661,519204.0,519204.0,100000.0,0.3245025
vc4_bubble,uniform_random,0.6,22870.57375,22870.57375,20.804123,22849.769626,3.997267,520307.0,520307.0,100000.0,0.325191875
vc4_bubble,uniform_random,0.7,26769.299129,26769.299129,20.818004,26748.481125,3.994512,519351.0,519351.0,100000.0,0.324594375
vc4_bubble,bit_complement,0.01,12.976685,12.976685,10.976685,2.0,3.980613,15784.0,15784.0,100000.0,0.009865
vc4_bubble,bit_complement,0.02,13.031596,13.031596,11.031596,2.0,4.000282,31871.0,31871.0,100000.0,0.019919375
vc4_bubble,bit_complement,0.03,13.059649,13.059649,11.059649,2.0,4.003964,47930.0,47930.0,100000.0,0.02995625
vc4_bubble,bit_complement,0.04,13.087588,13.087588,11.087573,2.000016,4.006529,63867.0,63867.0,100000.0,0.039916875
vc4_bubble,bit_complement,0.05,13.116468,13.116468,11.116455,2.000012,4.007634,80168.0,80168.0,100000.0,0.050105
vc4_bubble,bit_complement,0.075,13.180619,13.180619,11.180544,2.000075,3.997261,119766.0,119766.0,100000.0,0.07485375
vc4_bubble,bit_complement,0.1,13.32212,13.32212,11.321764,2.000356,4.001194,159903.0,159903.0,100000.0,0.099939375
vc4_bubble,bit_complement,0.15,13.910313,13.910313,11.900847,2.009466,4.000729,240013.0,240013.0,100000.0,0.150008125
vc4_bubble,bit_complement,0.2,16.881323,16.881323,14.178706,2.702617,4.000372,319877.0,319877.0,100000.0,0.199923125
vc4_bubble,bit_complement,0.25,4316.396325,4316.396325,20.618914,4295.777411,4.229995,361047.0,361047.0,100000.0,0.225654375
vc4_bubble,bit_complement,0.3,8976.533861,8976.533861,23.864191,8952.66967,4.561695,366530.0,366530.0,100000.0,0.22908125
vc4_bubble,bit_complement,0.4,15695.518074,15695.518074,25.223885,15670.294189,4.856117,368868.0,368868.0,100000.0,0.2305425
vc4_bubble,bit_complement,0.5,16485.403391,16485.403391,27.230902,16458.172489,5.173102,372024.0,372024.0,100000.0,0.232515
vc4_bubble,bit_complement,0.6,19859.081067,19859.081067,28.353523,19830.727543,5.285466,373285.0,373285.0,100000.0,0.233303125
vc4_bubble,bit_complement,0.7,24188.689311,24188.689311,28.353991,24160.335319,5.285499,373283.0,373283.0,100000.0,0.233301875
vc4_bubble,bit_reverse,0.01,12.474911,12.474911,10.474911,2.0,3.731754,15784.0,15784.0,100000.0,0.009865
vc4_bubble,bit_reverse,0.02,12.505899,12.505899,10.505899,2.0,3.740728,31870.0,31870.0,100000.0,0.01991875
vc4_bubble,bit_reverse,0.03,12.545652,12.545652,10.545652,2.0,3.753464,47928.0,47928.0,100000.0,0.029955
vc4_bubble,bit_reverse,0.04,12.535176,12.535176,10.53516,2.000016,3.74075,63865.0,63865.0,100000.0,0.039915625
vc4_bubble,bit_reverse,0.05,12.557991,12.557991,10.557978,2.000012,3.743875,80168.0,80168.0,100000.0,0.050105
vc4_bubble,bit_reverse,0.075,12.606366,12.606366,10.606307,2.000058,3.741863,119766.0,119766.0,100000.0,0.07485375
vc4_bubble,bit_reverse,0.1,12.697041,12.697041,10.69686,2.000181,3.751706,159903.0,159903.0,100000.0,0.099939375
vc4_bubble,bit_reverse,0.15,12.925041,12.925041,10.923041,2.002,3.749248,240010.0,240010.0,100000.0,0.15000625
vc4_bubble,bit_reverse,0.2,13.445466,13.445466,11.418522,2.026945,3.749247,319876.0,319876.0,100000.0,0.1999225
vc4_bubble,bit_reverse,0.25,15.39789,15.39789,12.809328,2.588562,3.749486,400133.0,400133.0,100000.0,0.250083125
vc4_bubble,bit_reverse,0.3,1321.295473,1321.295473,16.203281,1305.092192,3.703191,466212.0,466212.0,100000.0,0.2913825
vc4_bubble,bit_reverse,0.4,6367.508735,6367.508735,15.930981,6351.577753,3.317799,530581.0,530581.0,100000.0,0.331613125
vc4_bubble,bit_reverse,0.5,10574.632804,10574.632804,15.143218,10559.489586,3.071853,575437.0,575437.0,100000.0,0.359648125
vc4_bubble,bit_reverse,0.6,13547.692973,13547.692973,14.411633,13533.281341,2.877055,613054.0,613054.0,100000.0,0.38315875
vc4_bubble,bit_reverse,0.7,14866.282193,14866.282193,13.643162,14852.639031,2.697761,655095.0,655095.0,100000.0,0.409434375
vc4_escape,uniform_random,0.01,13.640013,13.640013,11.640013,2.0,4.299239,15770.0,15770.0,100000.0,0.00985625
vc4_escape,uniform_random,0.02,13.74108,13.74108,11.74108,2.0,4.328016,31782.0,31782.0,100000.0,0.01986375
vc4_escape,uniform_random,0.03,13.83933,13.83933,11.839309,2.000021,4.352508,47806.0,47806.0,100000.0,0.02987875
vc4_escape,uniform_random,0.04,13.865639,13.865639,11.865639,2.0,4.338947,63709.0,63709.0,100000.0,0.039818125
vc4_escape,uniform_random,0.05,13.91169,13.91169,11.911665,2.000025,4.325179,80002.0,80002.0,100000.0,0.05000125
vc4_escape,uniform_random,0.075,14.136104,14.136104,12.136053,2.00005,4.342802,119556.0,119556.0,100000.0,0.0747225
vc4_escape,uniform_random,0.1,14.448598,14.448598,12.448385,2.000213,4.344032,159584.0,159584.0,100000.0,0.09974
vc4_escape,uniform_random,0.15,16.697541,16.697541,14.694755,2.002786,4.342666,239414.0,239414.0,100000.0,0.14963375
vc4_escape,uniform_random,0.2,19.736855,19.736855,17.704643,2.032213,4.17017,319410.0,319410.0,100000.0,0.19963125
vc4_escape,uniform_random,0.25,13567.381358,13567.381358,97.939857,13469.441501,4.543592,116788.0,116788.0,100000.0,0.0729925
vc4_escape,uniform_random,0.3,17854.012685,17854.012685,99.594706,17754.417978,4.540461,115494.0,115494.0,100000.0,0.07218375
vc4_escape,uniform_random,0.4,25698.321408,25698.321408,100.202082,25598.119326,4.563053,114602.0,114602.0,100000.0,0.07162625
vc4_escape,uniform_random,0.5,30116.600244,30116.600244,99.433117,30017.167128,4.568786,114595.0,114595.0,100000.0,0.071621875
vc4_escape,uniform_random,0.6,33615.887775,33615.887775,99.956313,33515.931461,4.557611,115161.0,115161.0,100000.0,0.071975625
vc4_escape,uniform_random,0.7,35975.579517,35975.579517,100.186224,35875.393293,4.547337,115227.0,115227.0,100000.0,0.072016875
vc4_escape,bit_complement,0.01,15.02002,15.02002,13.02002,2.0,4.9815,15784.0,15784.0,100000.0,0.009865
vc4_escape,bit_complement,0.02,15.118886,15.118886,13.118886,2.0,4.997615,31871.0,31871.0,100000.0,0.019919375
vc4_escape,bit_complement,0.03,15.209226,15.209226,13.209226,2.0,5.00651,47929.0,47929.0,100000.0,0.029955625
vc4_escape,bit_complement,0.04,15.323913,15.323913,13.323897,2.000016,5.017693,63866.0,63866.0,100000.0,0.03991625
vc4_escape,bit_complement,0.05,15.458243,15.458243,13.458231,2.000012,5.033929,80167.0,80167.0,100000.0,0.050104375
vc4_escape,bit_complement,0.075,16.02621,16.02621,14.026135,2.000075,5.073444,119764.0,119764.0,100000.0,0.0748525
vc4_escape,bit_complement,0.1,17.790203,17.790203,15.789696,2.000507,5.11432,159902.0,159902.0,100000.0,0.09993875
vc4_escape,bit_complement,0.15,21.599521,21.599521,19.58375,2.015771,4.401725,240000.0,240000.0,100000.0,0.15
vc4_escape,bit_complement,0.2,452.715548,452.715548,25.230053,427.485494,4.085369,317048.0,317048.0,100000.0,0.198155
vc4_escape,bit_complement,0.25,4763.074453,4763.074453,28.766013,4734.30844,3.667147,342524.0,342524.0,100000.0,0.2140775
vc4_escape,bit_complement,0.3,9871.829805,9871.829805,29.627011,9842.202794,3.340797,343994.0,343994.0,100000.0,0.21499625
vc4_escape,bit_complement,0.4,15306.138391,15306.138391,29.781088,15276.357303,2.939333,347075.0,347075.0,100000.0,0.216921875
vc4_escape,bit_complement,0.5,19323.881705,19323.881705,25.867436,19298.014269,2.751847,349929.0,349929.0,100000.0,0.218705625
vc4_escape,bit_complement,0.6,24386.763877,24386.763877,25.136915,24361.626961,2.749944,349961.0,349961.0,100000.0,0.218725625
vc4_escape,bit_complement,0.7,28055.48316,28055.48316,25.975095,28029.508065,2.776679,349963.0,349963.0,100000.0,0.218726875
vc4_escape,bit_reverse,0.01,12.610872,12.610872,10.610872,2.0,3.793588,15784.0,15784.0,100000.0,0.009865
vc4_escape,bit_reverse,0.02,12.658393,12.658393,10.658393,2.0,3.803483,31870.0,31870.0,100000.0,0.01991875
vc4_escape,bit_reverse,0.03,12.711943,12.711943,10.711943,2.0,3.816975,47928.0,47928.0,100000.0,0.029955
vc4_escape,bit_reverse,0.04,12.716417,12.716417,10.716402,2.000016,3.803946,63865.0,63865.0,100000.0,0.039915625
vc4_escape,bit_reverse,0.05,12.75499,12.75499,10.754977,2.000012,3.807417,80168.0,80168.0,100000.0,0.050105
vc4_escape,bit_reverse,0.075,12.844722,12.844722,10.844664,2.000058,3.805304,119766.0,119766.0,100000.0,0.07485375
vc4_escape,bit_reverse,0.1,12.997523,12.997523,10.997398,2.000125,3.816345,159903.0,159903.0,100000.0,0.099939375
vc4_escape,bit_reverse,0.15,13.542011,13.542011,11.540769,2.001242,3.81586,240008.0,240008.0,100000.0,0.150005
vc4_escape,bit_reverse,0.2,15.417532,15.417532,13.404989,2.012542,3.811192,319875.0,319875.0,100000.0,0.199921875
vc4_escape,bit_reverse,0.25,4271.644119,4271.644119,36.051721,4235.592398,3.146715,282690.0,282690.0,100000.0,0.17668125
vc4_escape,bit_reverse,0.3,15652.820857,15652.820857,53.964522,15598.856335,2.163164,228678.0,228678.0,100000.0,0.14292375
vc4_escape,bit_reverse,0.4,15208.41625,15208.41625,45.496235,15162.920015,1.881014,272889.0,272889.0,100000.0,0.170555625
vc4_escape,bit_reverse,0.5,13976.705017,13976.705017,41.14806,13935.556957,1.597326,308408.0,308408.0,100000.0,0.192755
vc4_escape,bit_reverse,0.6,13170.966042,13170.966042,35.890303,13135.075739,1.454291,352673.0,352673.0,100000.0,0.220420625
vc4_escape,bit_reverse,0.7,12049.92958,12049.92958,32.529118,12017.400462,1.287009,390569.0,390569.0,100000.0,0.244105625
